Query,Results,Title,Type,CreateDate
Central America gets hit with the Greatest Natural Disasters,6735,Oil and Water: Media Lessons from Hurricane Katrina and the Deepwater Horizon Disaster,book,2014
Central America gets hit with the Greatest Natural Disasters,6735,Assessing Vulnerability of Transportation Networks for Disaster Response Operations,article,2018
Central America gets hit with the Greatest Natural Disasters,6735,The coming famine: the global food crisis and what we can do to avoid it,book,2010
Central America gets hit with the Greatest Natural Disasters,6735,The Use of Knowledge in Natural-Disaster Relief Management,article,2007
Central America gets hit with the Greatest Natural Disasters,6735,"Race, Gender, and Communications in Natural Disasters",article,2007
Central America gets hit with the Greatest Natural Disasters,6735,State Leadership in U.S. Climate Change and Energy Policy: The California Experience,article,2020
Central America gets hit with the Greatest Natural Disasters,6735,"Debris-flow impact, vulnerability, and response",article,2011
Central America gets hit with the Greatest Natural Disasters,6735,Fault Lines: Views across Haiti’s Divide,book,2013
Central America gets hit with the Greatest Natural Disasters,6735,Wild Globalization: The Biopolitics of Climate Change and Global Capitalism on Nicaragua's Mosquito Coast,article,2012
Central America gets hit with the Greatest Natural Disasters,6735,Facing Nuclear Risks: Lessons from the Fukushima Nuclear Disaster,article,2012
Central America gets hit with the Greatest Natural Disasters,6735,Impacts of Natural Disasters on Children,article,2016
Central America gets hit with the Greatest Natural Disasters,6735,"Opportunities and challenges in rebuilding tornado-impacted Greensburg, Kansas as ""stronger, better, and greener""",article,2011
Central America gets hit with the Greatest Natural Disasters,6735,"Hurricane Betsy and the Politics of Disaster in New Orleans's Lower Ninth Ward, 1965-1967",article,2014
Central America gets hit with the Greatest Natural Disasters,6735,"National survey evidence on disasters and relief: Risk beliefs, self-interest, and compassion",article,2006
Central America gets hit with the Greatest Natural Disasters,6735,Disasters and trade: did Hurricane Katrina affect US imports?,article,2014
Central America gets hit with the Greatest Natural Disasters,6735,Go social for your own safety! Review of social networks use on natural disasters – case studies from worldwide,article,2019
Central America gets hit with the Greatest Natural Disasters,6735,Mega-Disasters and Federalism,article,2008
Central America gets hit with the Greatest Natural Disasters,6735,Satellite-based assessment of electricity restoration efforts in Puerto Rico after Hurricane Maria,article,2019
Central America gets hit with the Greatest Natural Disasters,6735,Resilience in the Face of Disaster: Prevalence and Longitudinal Course of Mental Disorders following Hurricane Ike,article,2012
Central America gets hit with the Greatest Natural Disasters,6735,Carbon pricing and economic populism: the case of Ontario,article,2020
Central America gets hit with the Greatest Natural Disasters,6735,"Do hurricanes matter?: A case study of the residential real estate market in Brunswick County, North Carolina",article,2017
Central America gets hit with the Greatest Natural Disasters,6735,From 9/11 to 8/29: Post-Disaster Recovery and Rebuilding in New York and New Orleans,article,2008
Central America gets hit with the Greatest Natural Disasters,6735,"Public understanding of local tornado characteristics and perceived protection from land-surface features in Tennessee, USA",article,2019
Central America gets hit with the Greatest Natural Disasters,6735,"Property Insurance for Coastal Residents: Governments' ""Ill Wind""",article,2008
Central America gets hit with the Greatest Natural Disasters,6735,"Blaming the Victims: Hearsay, Labeling, and the Hazards of Quick-Hit Disaster Ethnography",article,2006
Central America gets hit with the Greatest Natural Disasters,6735,Insurance and the temporality of climate ethics: Accounting for climate change in US flood insurance,article,2021
Central America gets hit with the Greatest Natural Disasters,6735,The economics of natural disasters: implications and challenges for food security,article,2007
Central America gets hit with the Greatest Natural Disasters,6735,Lessons from history: coastal cities and natural disaster,article,2009
Central America gets hit with the Greatest Natural Disasters,6735,Come Rain or Shine: Evidence on Flood Insurance Purchases in Florida,article,2010
Central America gets hit with the Greatest Natural Disasters,6735,Weathering the Storm: The Impact of Hurricanes on Physical and Mental Health,article,2006
Central America gets hit with the Greatest Natural Disasters,6735,"Cleanup after Katrina: an analysis on policy, process, priorities, problems, and politics",article,2010
Central America gets hit with the Greatest Natural Disasters,6735,The Political Costs of Failure in the Katrina and Rita Disasters,article,2006
Central America gets hit with the Greatest Natural Disasters,6735,Administrative Failure and the International NGO Response to Hurricane Katrina,article,2007
Central America gets hit with the Greatest Natural Disasters,6735,The fertility effect of catastrophe: U.S. hurricane births,article,2010
Central America gets hit with the Greatest Natural Disasters,6735,Indonesia's Moratorium on Palm Oil Expansion from Natural Forests: Economy-Wide Impacts and the Role of International Transfers,article,2018
Central America gets hit with the Greatest Natural Disasters,6735,Climate Adaptation and Conservation Agriculture among Peruvian Farmers,article,2021
Central America gets hit with the Greatest Natural Disasters,6735,From Progressive Cities to Resilient Cities: Lessons from History for New Debates in Equitable Adaptation to Climate Change,article,2021
Central America gets hit with the Greatest Natural Disasters,6735,Exploring Community Cohesion in Rural Canada Post-Extreme Weather: Planning Ahead for Unknown Stresses,article,2017
Central America gets hit with the Greatest Natural Disasters,6735,Resilience plans in the US: an evaluation,article,2022
Central America gets hit with the Greatest Natural Disasters,6735,How the Unorganized Mass Public (Sometimes) Gets Represented in Regulatory Politics,article,2018
Central America gets hit with the Greatest Natural Disasters,6735,"Frequency, duration and severity of drought in the Semiarid Northeast Brazil region",article,2018
Central America gets hit with the Greatest Natural Disasters,6735,Limits to Social Capital: Comparing Network Assistance in Two New Orleans Neighborhoods Devastated by Hurricane Katrina,article,2010
Central America gets hit with the Greatest Natural Disasters,6735,Post-Hurricane Katrina Employment Recovery: The Interaction of Race and Place,article,2008
Central America gets hit with the Greatest Natural Disasters,6735,Green Expectations: Current Effects of Anticipated Carbon Pricing,article,2017
Central America gets hit with the Greatest Natural Disasters,6735,An economic and ethical analysis of the Katrina disaster,article,2008
Central America gets hit with the Greatest Natural Disasters,6735,Homeostatic Control of Sustainable Energy Grid Applied to Natural Disasters,article,2013
Central America gets hit with the Greatest Natural Disasters,6735,"Disaster diaspora and the consequences of economic displacement and climate disruption, including Hurricanes Matthew (October 8, 2016) and Florence (September 14, 2018) in Robeson County, North Carolina",article,2021
Central America gets hit with the Greatest Natural Disasters,6735,Infrastructure failure interdependencies in extreme events: power outage consequences in the 1998 Ice Storm,article,2007
Central America gets hit with the Greatest Natural Disasters,6735,beyond mother nature: contractor fraud in the wake of natural disasters,article,2005
Historical Roots of The Climate Crisis,95814,"This sacred earth : religion, nature, environment",pbook,2004
Historical Roots of The Climate Crisis,95814,Environmental roots of the late Bronze Age crisis,article,2013
Historical Roots of The Climate Crisis,95814,Climate Change and Unalakleet: A Deep Analysis,article,2021
Historical Roots of The Climate Crisis,95814,American Earth : environmental writing since Thoreau,pbook,2008
Historical Roots of The Climate Crisis,95814,This changes everything : capitalism vs. the climate,pbook,2014
Historical Roots of The Climate Crisis,95814,The river runs black the environmental challenge to China's future,book,2010
Historical Roots of The Climate Crisis,95814,"Cooperation, Community, and Co-Ops in a Global Era",book,2013
Historical Roots of The Climate Crisis,95814,The political economy of development and underdevelopment in Africa,book,2013
Historical Roots of The Climate Crisis,95814,Sparking a worldwide energy revolution : social struggles in the transition to a post-petrol world,pbook,2010
Historical Roots of The Climate Crisis,95814,Making the climate crisis personal through a focus on human health,article,2021
Historical Roots of The Climate Crisis,95814,"An Eco-Revolutionary Tipping Point? Global Warming, the Two Climate Denials, and the Environmental Proletariat",article,2017
Historical Roots of The Climate Crisis,95814,A tale of two population crises in recent Chinese history,article,2012
Historical Roots of The Climate Crisis,95814,Hotter and sicker: External energy expenditure and the tangled evolutionary roots of anthropogenic climate change and chronic disease,article,2021
Historical Roots of The Climate Crisis,95814,Lessons from Fire: The Displaced Radiata Pine on Mapuche Homelands and the California Roots of Chile's Climate Crisis,article,2022
Historical Roots of The Climate Crisis,95814,Understanding the ideological roots of our global crises: a pre-requisite for radical change,article,2010
Historical Roots of The Climate Crisis,95814,"Schooling, politics and the construction of identity in Hong Kong: the 2012 'Moral and National Education' crisis in historical context",article,2015
Historical Roots of The Climate Crisis,95814,Lynn White Jr.'s 'The Historical Roots of Our Ecologic Crisis' After 50 Years,article,2015
Historical Roots of The Climate Crisis,95814,Paleobiogeography and historical biogeography of the non-marine caenogastropod family Melanopsidae,article,2016
Historical Roots of The Climate Crisis,95814,"Traditional knowledge in a time of crisis: climate change, culture and communication",article,2015
Historical Roots of The Climate Crisis,95814,Health in South Africa 1 The health and health system of South Africa: historical roots of current public health challenges,article,2009
Historical Roots of The Climate Crisis,95814,The health and health system of South Africa: historical roots of current public health challenges,article,2009
Historical Roots of The Climate Crisis,95814,The Role of Drought and Climate Change in the Syrian Uprising: Untangling the Triggers of the Revolution,article,2014
Historical Roots of The Climate Crisis,95814,"AN APPRAISAL OF THE CRITIQUE OF ANTHROPOCENTRISM AND THREE LESSER KNOWN THEMES IN LYNN WHITE'S ""THE HISTORICAL ROOTS OF OUR ECOLOGIC CRISIS""",article,2005
Historical Roots of The Climate Crisis,95814,Expanding the Narratives: How Stories of Our Past Can Help Inspire Our Response to the Climate Crisis,article,2021
Historical Roots of The Climate Crisis,95814,"Population-influenced spatiotemporal pattern of natural disaster and social crisis in China, AD1–1910",article,2019
Historical Roots of The Climate Crisis,95814,Historicizing climate change—engaging new approaches to climate and history,article,2018
Historical Roots of The Climate Crisis,95814,"The Institutionalist Roots of Macroprudential Ideas: Veblen and Galbraith on Regulation, Policy Success and Overconfidence",article,2014
Historical Roots of The Climate Crisis,95814,Environmental Crisis and Climate Adaptation of the Urban Voids of Naples Historic Centre UNESCO Site,book_chapter,2020
Historical Roots of The Climate Crisis,95814,"Climate urbanism: crisis, capitalism, and intervention",article,2021
Historical Roots of The Climate Crisis,95814,The role of drought in agrarian crisis and social change: the famine of the 1890s in south-eastern Africa,article,2019
Historical Roots of The Climate Crisis,95814,The ICRC at a crossroads: Swiss roots—international outlook,article,2019
Historical Roots of The Climate Crisis,95814,“We Need to Do Something About This”: Children and Youth’s Post‐Disaster Views on Climate Change and Environmental Crisis,article,2022
Historical Roots of The Climate Crisis,95814,Climate–human interactions contributed to historical forest recruitment dynamics in Mediterranean subalpine ecosystems,article,2020
Historical Roots of The Climate Crisis,95814,"More Heat Than Life: The Tangled Roots of Ecology, Energy, and Economics",book,2020
Historical Roots of The Climate Crisis,95814,"The Social Roots of Risk: Producing Disasters, Promoting Resilience",book,2014
Historical Roots of The Climate Crisis,95814,Exploring the use of dynamic linear panel data models for evaluating energy/economy/environment models — an application for the transportation sector,article,2014
Historical Roots of The Climate Crisis,95814,Cause and response: vulnerability and climate in the Anthropocene,article,2014
Historical Roots of The Climate Crisis,95814,From Transition to Domains of Transformation: Getting to Sustainable and Just Food Systems through Agroecology,article,2019
Historical Roots of The Climate Crisis,95814,"Roots, Riots, and Radical Change—A Road Less Travelled for Ecological Economics",article,2019
Historical Roots of The Climate Crisis,95814,The First Serious Optimist: A. C. Pigou and the Birth of Welfare Economics,book,2017
Historical Roots of The Climate Crisis,95814,Historical roots of entrepreneurship in different regional contexts—the case of Poland,article,2021
Historical Roots of The Climate Crisis,95814,"Imagining Wilderness: Exploring the Historical Roots of ""Frontier Identity"" and its Impacts on the Environmental Movement",dissertation,2017
Historical Roots of The Climate Crisis,95814,Epistemology and Politics in Earth System Modeling: Historical Perspectives,article,2019
Historical Roots of The Climate Crisis,95814,"The Contested Politics of Drought, Water Security and Climate Adaptation in Australia's Murray-Darling Basin",article,2021
Historical Roots of The Climate Crisis,95814,"NEO-MALTHUSIAN ENVIRONMENTALISM, WORLD FISHERIES CRISIS, AND THE GLOBAL COMMONS, 1950s-1970s",article,2020
Historical Roots of The Climate Crisis,95814,Disastrous Times: Beyond Environmental Crisis in Urbanizing Asia,book,2020
Historical Roots of The Climate Crisis,95814,Indigenous science (fiction) for the Anthropocene: Ancestral dystopias and fantasies of climate change crises,article,2018
Historical Roots of The Climate Crisis,95814,A colonized COP: Indigenous exclusion and youth climate justice activism at the United Nations climate change negotiations,article,2020
Historical Roots of The Climate Crisis,95814,"The response of reference evapotranspiration to climate change in Xinjiang, China: Historical changes, driving forces, and future projections",article,2020
Historical Roots of The Climate Crisis,95814,The Russian Food Security Doctrine: Historical Roots and Major Limitations,book_chapter,2021
Nigerian Oil: Ecological Damages and Political Intervention,535,"Oil Crimes, National Security, and the Nigerian State, 1999–2015",article,2018
Nigerian Oil: Ecological Damages and Political Intervention,535,Rethinking Militancy and Environmental Justice: The Politics of Oil and Violence in Nigerian Popular Music,article,2011
Nigerian Oil: Ecological Damages and Political Intervention,535,"Zones of Exclusion: Offshore Extraction, the Contestation of Space and Physical Displacement in the Nigerian Delta and the Mexican Gulf",article,2009
Nigerian Oil: Ecological Damages and Political Intervention,535,Rethinking Militancy and Environmental Justice: The Politics of Oil and Violence in Nigerian Popular Music,article,2011
Nigerian Oil: Ecological Damages and Political Intervention,535,When oil attacks: litigation options for Nigerian plaintiffs in U.S. federal courts,article,2013
Nigerian Oil: Ecological Damages and Political Intervention,535,Ogaga Ifowodo's Poetics of Dissent: Reflexive Subversions of Petro-Imperialism in The Oil Lamp,article,2021
Nigerian Oil: Ecological Damages and Political Intervention,535,Representing the neocolonial destruction of the Niger Delta: Helon Habila's Oil on Water (2011),article,2018
Nigerian Oil: Ecological Damages and Political Intervention,535,"""Oil above Water"": Economic Interdependence and Third-party Intervention",article,2016
Nigerian Oil: Ecological Damages and Political Intervention,535,"Accountability, maps and inter-generational equity: evaluating the Nigerian oil spill monitor",article,2018
Nigerian Oil: Ecological Damages and Political Intervention,535,"The Poetics and Politics of Transnational Petro-Environmentalism in Nnimmo Bassey's ""We Thought It Was Oil but It Was Blood""",article,2014
Nigerian Oil: Ecological Damages and Political Intervention,535,Ecological Intensification for Sustainable Agriculture: The Nigerian Perspective,book_chapter,2021
Nigerian Oil: Ecological Damages and Political Intervention,535,Corporate citizenship in the Nigerian petroleum industry: a beneficiary perspective,article,2008
Nigerian Oil: Ecological Damages and Political Intervention,535,"Over the Edge: Risk, Ecology, and Equivalency in Will Ferguson's 419",article,2018
Nigerian Oil: Ecological Damages and Political Intervention,535,Addressing Environmental Health Problems in Ogoniland through Implementation of United Nations Environment Program Recommendations: Environmental Management Strategies,article,2017
Nigerian Oil: Ecological Damages and Political Intervention,535,Ken Saro-Wiwa: a hero for our times,article,2015
Nigerian Oil: Ecological Damages and Political Intervention,535,The Political Economy of Hydrocarbon Pollution: Assessing Socio-Ecological Sustainability of Nigeria’s Niger Delta Region,article,2019
Nigerian Oil: Ecological Damages and Political Intervention,535,"Art of resistance: negation, Ojaide and the remaking of the Niger delta",article,2012
Nigerian Oil: Ecological Damages and Political Intervention,535,Depoliticizing environmental degradation: revisiting the UNEP environmental assessment of Ogoniland in Nigeria’s Niger Delta region,article,2019
Nigerian Oil: Ecological Damages and Political Intervention,535,“Green” or “Red”? Reframing the Environmental Discourse in Nigeria,article,2012
Nigerian Oil: Ecological Damages and Political Intervention,535,Governance and regulatory strategies beyond the state: stakeholder participation and the ecological restoration of Ogoniland,article,2017
Nigerian Oil: Ecological Damages and Political Intervention,535,Sustainable Production and Consumption of Paper and Paper Products in Nigeria: A Review,article,2019
Nigerian Oil: Ecological Damages and Political Intervention,535,"The Economics of Ecology, Exchange, and Adaptation: Anthropological Explorations",book,2016
Nigerian Oil: Ecological Damages and Political Intervention,535,"International advocacy NGOs, counter accounting, accountability and engagement",article,2017
Nigerian Oil: Ecological Damages and Political Intervention,535,Ecological Effectiveness of Oil Spill Countermeasures: How Clean is Clean?,article,1999
Nigerian Oil: Ecological Damages and Political Intervention,535,"""Green"" or ""red""? Reframing the environmental discourse in Nigeria/""Grun"" oder ""rot""? Zur Themenverschiebung im nigerianischen umweltpolitischen Diskurs",article,2012
Nigerian Oil: Ecological Damages and Political Intervention,535,Trade-offs in the exploration of Sustainable Livelihoods: experience from a micro-credit intervention in Nigeria,article,2012
Nigerian Oil: Ecological Damages and Political Intervention,535,The Role of Labor in Transforming Nigerian Oil Politics,book_chapter,2018
Nigerian Oil: Ecological Damages and Political Intervention,535,Demystifying the Niger Delta conflict: Towards an integrated explanation,article,2006
Nigerian Oil: Ecological Damages and Political Intervention,535,‘Voodoo’ on the Doorstep: Young Nigerian Prostitutes and Magic Policing in the Netherlands,article,2001
Nigerian Oil: Ecological Damages and Political Intervention,535,"Have we heard the last? Oil, environmental insecurity, and the impact of the amnesty programme on the Niger Delta resistance movement",article,2013
Nigerian Oil: Ecological Damages and Political Intervention,535,"Inundations, boundaries and intersections: flood as narration in Nigerian literature",article,2020
Nigerian Oil: Ecological Damages and Political Intervention,535,"Fighting elephants, suffering grass: oil exploitation in Nigeria",article,2015
Nigerian Oil: Ecological Damages and Political Intervention,535,"Different shades of green : African literature, environmental justice, and political ecology",book,2014
Nigerian Oil: Ecological Damages and Political Intervention,535,"On the road to the state's perdition? Authority and sovereignty in the Niger Delta, Nigeria",article,2006
Nigerian Oil: Ecological Damages and Political Intervention,535,"Intergovernmental relations, climate finance and the politics of ecological fund in Nigeria",article,2019
Nigerian Oil: Ecological Damages and Political Intervention,535,Paradoxes and Dilemmas for Stakeholder Responsive Firms in the Extractive Sector: Lessons from the Case of Shell and the Ogoni,article,2002
Nigerian Oil: Ecological Damages and Political Intervention,535,Exploring potential climate-related entrepreneurship opportunities and challenges for rural Nigerian women,article,2019
Nigerian Oil: Ecological Damages and Political Intervention,535,The Textual Politics of the Land in the Writings of Ken Saro-Wiwa,article,2017
Nigerian Oil: Ecological Damages and Political Intervention,535,Niger Delta Crisis: The Nexus between Militants' Insurgency and Security in West Africa,article,2011
Nigerian Oil: Ecological Damages and Political Intervention,535,Rethinking corporate-community engagement in the petro-economy of the Niger Delta,article,2015
Nigerian Oil: Ecological Damages and Political Intervention,535,Untold Story of Boko Haram Insurgency: The Lake Chad Oil and Gas Connection,article,2020
Nigerian Oil: Ecological Damages and Political Intervention,535,"Oil production, environmental pressures and other sources of violent conflict in Nigeria",article,2020
Nigerian Oil: Ecological Damages and Political Intervention,535,Non-governmental organizations and indifference as a human rights issue: The case of the Nigerian oil embargo,article,2002
Nigerian Oil: Ecological Damages and Political Intervention,535,"Ecology, Identity, Developmentalism and Displacement in Northern Nigeria",article,1997
Nigerian Oil: Ecological Damages and Political Intervention,535,"‘Proceed to your death’: Lakuwa, environmental disaster management, and the culture of oil politics in Nigeria",article,2020
Nigerian Oil: Ecological Damages and Political Intervention,535,Movements shaping climate futures: A systematic mapping of protests against fossil fuel and low-carbon energy projects,article,2020
Nigerian Oil: Ecological Damages and Political Intervention,535,"Oil extraction, environmental degradation and poverty in the Niger Delta region of Nigeria: a viewpoint",article,2005
Nigerian Oil: Ecological Damages and Political Intervention,535,Oil conflict in Nigeria: Contending issues and perspectives of the local Niger Delta people,article,2005
Nigerian Oil: Ecological Damages and Political Intervention,535,Voices of Nigerian Women Survivors of Trafficking Held in Italian Centres for Identification and Expulsion,article,2016
Nigerian Oil: Ecological Damages and Political Intervention,535,Why Should Oil Rich Nigeria Make A Law for the Promotion of Renewable Energy in the Power Sector?,article,2016
The Opium Wars and The Rise of China,15661,Rereading Modern Chinese History,book,2015
The Opium Wars and The Rise of China,15661,Rereading modern Chinese history,book,2015
The Opium Wars and The Rise of China,15661,Opium: Reality's Dark Dream,book,2012
The Opium Wars and The Rise of China,15661,"America's First Adventure in China: Trade, Treaties, Opium, and Salvation",book,2013
The Opium Wars and The Rise of China,15661,"Drug Abuse in China: Past, Present and Future",article,2007
The Opium Wars and The Rise of China,15661,"Shanghai's Trade, China's Growth: Continuity, Recovery, and Change since the Opium Wars",article,2013
The Opium Wars and The Rise of China,15661,Power and Profit at Sea: The Rise of the West in the Making of the International System,article,2019
The Opium Wars and The Rise of China,15661,Extraterritorial Publication and American Missionary Authority about the ‘Opium War’: Contesting the Eloquence and Reciprocity of John Quincy Adams’s ‘Lecture on the War with China,article,2020
The Opium Wars and The Rise of China,15661,Changing Conceptions of the Opium War as History and Experience,article,2018
The Opium Wars and The Rise of China,15661,Organ pipes and bodies with organs: Listening to De Quincey’s First Opium War essays,article,2020
The Opium Wars and The Rise of China,15661,China's Approaches to International Law since the Opium War,article,2014
The Opium Wars and The Rise of China,15661,Prelude to the Opium War? British reactions to the 'Napier Fizzle' and attitudes towards China in the mid eighteen-thirties,article,2014
The Opium Wars and The Rise of China,15661,China Weeps: The Opium Wars and Chinas Stolen History,article,2015
The Opium Wars and The Rise of China,15661,"The Rise and Fall of the Opium Trade in the Transvaal, 1904-1910",article,2017
The Opium Wars and The Rise of China,15661,Opium and the Origins of Treason in Modern China: The View from Fujian,article,2017
The Opium Wars and The Rise of China,15661,Opium Slavery: Civil War Veterans and Opiate Addiction,article,2020
The Opium Wars and The Rise of China,15661,"The gunpowder age : China, military innovation, and the rise of the West in world history",pbook,2016
The Opium Wars and The Rise of China,15661,"Opium substitution, reciprocal control and the tensions of geoeconomic integration in the China–Myanmar Border",article,2019
The Opium Wars and The Rise of China,15661,The Crown and the Capitalists: The Ethnic Chinese and the Founding of the Thai Nation,article,2020
The Opium Wars and The Rise of China,15661,Through the Looking Glass: China's Foreign Journalists from Opium Wars to Mao,book,2009
The Opium Wars and The Rise of China,15661,Tapping into rubber: China's opium replacement program and rubber production in Laos,article,2017
The Opium Wars and The Rise of China,15661,The post-opium scenario and rubber in northern Laos: Alternative Western and Chinese models of development,article,2008
The Opium Wars and The Rise of China,15661,"Saving civilization from empire: Belligerency, pacifism and the two faces of civilization during the Second Opium War",article,2012
The Opium Wars and The Rise of China,15661,"Lessons in ambivalence: The Shanghai Municipal Council’s opium policies, 1906–1917",article,2016
The Opium Wars and The Rise of China,15661,Understanding the Chinese: British Merchants on the China Trade in the Early 1830s,article,2019
The Opium Wars and The Rise of China,15661,"The Opium Connection: Thomas De Quincey, Charles Dickens, and D. W. Griffith",article,2016
The Opium Wars and The Rise of China,15661,Our Opium Wars: The Ghosts of Empire in the Prescription Opioid Nightmare,article,2018
The Opium Wars and The Rise of China,15661,"Redeeming, Ruling, and Reaping: British Missionary Societies, the East India Company, and the India-to-China Opium Trade",article,2009
The Opium Wars and The Rise of China,15661,"""Founding Its Empire on Spells of Pleasure"": Brunonian Excitability, the Invigorated English Opium-Eater, and De Quincey's ""China Question""",article,2020
The Opium Wars and The Rise of China,15661,The India-China opium trade in the nineteenth century,pbook,1999
The Opium Wars and The Rise of China,15661,"Small Time Crooks: Opium, Migrants, and the War on Drugs in China, 1819–1860",article,2009
The Opium Wars and The Rise of China,15661,"The Opium War, overlapping empires, and China's water borders",dissertation,2016
The Opium Wars and The Rise of China,15661,Opium trade and the spread of HIV in the Golden Crescent,article,2017
The Opium Wars and The Rise of China,15661,"The Last War of the Romantics: De Quincey, Macaulay, the First Chinese Opium War",article,2018
The Opium Wars and The Rise of China,15661,"The gunpowder age: China, Military innovation, and the rise of the West in world history",book,2016
The Opium Wars and The Rise of China,15661,China and the Barbarians : Resisting the Western World Order.,book,2018
The Opium Wars and The Rise of China,15661,Going to War Against the Middle Kingdom? Continuity and Change in British Attitudes towards Qing China (1793-1840),article,2017
The Opium Wars and The Rise of China,15661,"Opium and Addiction in a Cross-Cultural Context: De Quincey's ‘Confessions’ (1821) and the Chinese Novel, Romantic Illusions of the Fool of Yangzhou (Fengyue meng) (c. 1848)",article,2021
The Opium Wars and The Rise of China,15661,NOTIONS OF ADDICTION IN THE TIME OF THE FIRST OPIUM WAR,article,2015
The Opium Wars and The Rise of China,15661,Making China Modern: From the Great Qing to Xi Jinping,book,2019
The Opium Wars and The Rise of China,15661,"‘Madat makan orang’; opium eats people: Opium addiction as a public health issue in late colonial Java, 1900–1940",article,2020
The Opium Wars and The Rise of China,15661,Austerity in times of war: government finance in early nineteenth-century China,article,2018
The Opium Wars and The Rise of China,15661,"Opium, state, and society: China's narco-economy and the Guomindang, 1924-1937",book,2001
The Opium Wars and The Rise of China,15661,'An Armed Negotiator': Thomas De Quincey and the British Empire in China,article,2016
The Opium Wars and The Rise of China,15661,No foreign bones in China : memoirs of imperialism and its ending,pbook,2002
The Opium Wars and The Rise of China,15661,A Gift from the Buddhist Monastery: The Role of Buddhist Medical Practices in the Assimilation of the Opium Poppy in Chinese Medicine during the Song Dynasty (960–1279),article,2019
The Opium Wars and The Rise of China,15661,Enclaves of Improvement: Sovereignty and Developmentalism in the Special Zones of the China-Lao Borderlands,article,2012
The Opium Wars and The Rise of China,15661,The Inner Opium War,book,1991
The Opium Wars and The Rise of China,15661,Modern China : an illustrated history,pbook,1998
The Opium Wars and The Rise of China,15661,"China rising : peace, power, and order in East Asia",pbook,2007
Maintaining Food Security,244862,Water for Agriculture: Maintaining Food Security under Growing Scarcity,article,2009
Maintaining Food Security,244862,Food security strategies : the Asian experience,pbook,1997
Maintaining Food Security,244862,"Navigating Infodemics, Unlocking Social Capital and Maintaining Food Security during the COVID-19 First Wave in the UK: Older Adults' Experiences",article,2021
Maintaining Food Security,244862,"The future security environment in the Middle East : conflict, stability, and political change",pbook,2003
Maintaining Food Security,244862,The Family Farm.,video,2016
Maintaining Food Security,244862,"Food, Farms, and Community : Exploring Food Systems.",book,2014
Maintaining Food Security,244862,Food safety for the 21st century : managing HACCP and food safety throughout the global supply chain,book,2011
Maintaining Food Security,244862,"Food, farms, and community : exploring food systems",pbook,2014
Maintaining Food Security,244862,Food security in Australia challenges and prospects for the future,book,2013
Maintaining Food Security,244862,The importance for food security of maintaining rust resistance in wheat,article,2013
Maintaining Food Security,244862,Maintaining food security in Elsipogtog First Nation,dissertation,2007
Maintaining Food Security,244862,"Withdrawing, resisting, maintaining and adapting: food security and vulnerability in Jumla, Nepal",article,2014
Maintaining Food Security,244862,Biodiversity is integral to maintaining food security,article,2018
Maintaining Food Security,244862,Microorganisms in Maintaining Food and Energy Security in a??World of Shifting Climatic Conditions,book_chapter,2019
Maintaining Food Security,244862,The role of plant pathology in food safety and food security,pbook,2010
Maintaining Food Security,244862,The Routledge handbook of new security studies,book,2010
Maintaining Food Security,244862,"Food, farms, and community : exploring food systems",book,2014
Maintaining Food Security,244862,"Alternative Food Networks : Knowledge, Practice, and Politics.",book,2012
Maintaining Food Security,244862,"Alternative food networks : knowledge, practice, and politics",pbook,2012
Maintaining Food Security,244862,Resilience and food security: rethinking an ecological concept,article,2017
Maintaining Food Security,244862,"New COVID-19 Research from University of Glasgow Described (Navigating Infodemics, Unlocking Social Capital and Maintaining Food Security during the COVID-19 First Wave in the UK: Older Adults' Experiences)",newsletterarticle,2021
Maintaining Food Security,244862,Legal aspects of hospitality management,pbook,1994
Maintaining Food Security,244862,Bio-cultural refugia—Safeguarding diversity of practices for food security and biodiversity,article,2013
Maintaining Food Security,244862,Insects as food and feed : from production to consumption,pbook,2018
Maintaining Food Security,244862,Food security and violent conflict: Introduction to the special issue,article,2019
Maintaining Food Security,244862,APPLYING FUZZY INFERENCE RULES TO OPTIMIZATION MODEL OF PRODUCTION-SECTORAL STRUCTURE IN AGRICULTURE FOR MAINTAINING FOOD SECURITY,article,2010
Maintaining Food Security,244862,Access to Plant Genetic Resources and Maintaining International Food Security,article,2012
Maintaining Food Security,244862,ROLE OF RAPE PRODUCTION AND PROCESSING IN MAINTAINING FOOD SECURITY AND ECONOMIC STABILITY OF UKRAINE,article,2009
Maintaining Food Security,244862,"Food, power, and resistance in the Andes : exploring Quechua verbal and visual narratives",pbook,2011
Maintaining Food Security,244862,"Alternative food networks : knowledge, practice, and politics",book,2012
Maintaining Food Security,244862,"Climate smart agriculture, farm household typologies and food security An ex-ante assessment from Eastern India",article,2018
Maintaining Food Security,244862,Reprint of: Food security and violent conflict: Introduction to the special issue,article,2019
Maintaining Food Security,244862,Sytuacja wy??ywieniowa wybranych kraj??w wysokorozwini??tych na tle pa??stw rozwijaj??cych si??,article,2016
Maintaining Food Security,244862,Maintaining rice production while mitigating methane and nitrous oxide emissions from paddy fields in China: Evaluating tradeoffs by using coupled agricultural systems models,article,2018
Maintaining Food Security,244862,Social connectedness is associated with food security among peri-urban Peruvian Amazonian communities,article,2018
Maintaining Food Security,244862,De Novo Domestication: An Alternative Route toward New Crops for the Future,article,2019
