paper_number,paper_title,bib_citation,source_title,searchit_yes_no,searchit_format
153,Comfort Women: The Tragic Past and Present of the WWII Japanese Military Sex Slaves,"Maria Rosa Henson, Toshiyuki Tanaka, and Cynthia H Enloe. 2017. Comfort Woman : A Filipina’s Story of Prostitution and Slavery under the Japanese Military. Lanham, Maryland: Rowman & Littlefield.",Comfort Woman : A Filipina’s Story of Prostitution and Slavery under the Japanese Military,Yes,Print Book
153,Comfort Women: The Tragic Past and Present of the WWII Japanese Military Sex Slaves,"Qiu, Peipei. Chinese Comfort Women: Testimonies from Imperial Japan's Sex Slaves. New York: Oxford University Press, 2013. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71297399150001451",Chinese Comfort Women: Testimonies from Imperial Japan's Sex Slaves,Yes,Ebook
153,Comfort Women: The Tragic Past and Present of the WWII Japanese Military Sex Slaves,"Yōko, Hayashi. ""Issues Surrounding the Wartime ""Comfort Women""."" Review of Japanese Culture and Society 11/12 (1999): 54-65. http://www.jstor.org/stable/42800182. ","Issues Surrounding the Wartime ""Comfort Women""",Yes,Article
155,"The blood, sweat, and suffrages that the Yaqui people endured","Evans, Sterling. “Yaquis vs. Yaquis: An Environmental and Historical Comparison of Coping with Aridity in Southern Sonora” Journal of the Southwest, 1998-10-01, Vol. 40 (3), p.363-396 https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_gale_lrcgauss_A53985400",Yaquis vs. Yaquis: An Environmental and Historical Comparison of Coping with Aridity in Southern Sonora,Yes,Article
155,"The blood, sweat, and suffrages that the Yaqui people endured","Fagg, John Edwin. “Latin America, a general history” The MacMillan Company, New York Collier-Macmillan. LTD., London 1963 Chapter 5 pg(119-127) https://searchit.libraries.wsu.edu/primo- explore/fulldisplay?docid=CP71177777830001451&context=L&vid=WSU&lang=en_US&searc,contains,yaqui&facet=searchcreationdate,include,1800%7C,%7C1990&offset=0h_scope=WSU_everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any","Latin America, a general history",Yes,Print Book
155,"The blood, sweat, and suffrages that the Yaqui people endured","Folsom, Raphael Brewster. “The Yaquis and the Empire: Violence, Spanish Imperial Power, and, Native Resilience in Colonial Mexico” Kingsley Trust Association Publication Fund established by the Scroll and Key Society of Yale College 2014 Chapter 1 pg(15-30) https://searchit.libraries.wsu.edu/primo-%20Power%20%20and%20%20Native%20Resilience%20in%20Colonial%20Mexico explore/fulldisplay?docid=CP71275518990001451&context=L&vid=WSU&lang=en_US&searc,contains,The%20Yaquis%20and%20the%20Empire:%20Violence%20%20Spanish%20Imperial h_scope=WSU_everything&adaptor=Local%20Search%20Engine&tab=default_tab&query=any","The Yaquis and the Empire: Violence, Spanish Imperial Power, and, Native Resilience in Colonial Mexico",Yes,Ebook
155,"The blood, sweat, and suffrages that the Yaqui people endured","Trujillo, Octaviana V. “The Yaqui of Guadalupe, Arizona: A century of cultural Survival through Trilingual” American Indian Culture and Research Journal 22:4 (1998) 67-88 https://searchit.libraries.wsu.edu/permalink/f/1jnr272/TN_cdi_gale_infotracacademiconefile_A5 4394601","The Yaqui of Guadalupe, Arizona: A century of cultural Survival through Trilingual",Yes,Article
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Bessel, Richard. Germany After the First World War. New York: Oxford University Press Inc, 1993",Germany After the First World War,Yes,Print Book
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Shulz, E. H., Frercks, R. Why the Aryan Law? A Contribution to the Jewish Question. Berlin: Neues Volk Publishing, 1934.",Why the Aryan Law? A Contribution to the Jewish Question,Yes,Ebook Chapter
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Hess, Rudolph. “The Oath to Adolf Hitler.” Speech, Munich: Zentralverlag der NSDAP, February 25th, 1934. Calvin University German Propaganda Archive, https://research.calvin.edu/german-propaganda-archive/hess1.htm",The Oath to Adolf Hitler,Yes,Ebook Chapter
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"H. Merkel, Peter and David Rapaport. The Revival of Right-Wing Extremism in the Nineties. New York: Routledge Publication Group, 1997.",The Revival of Right-Wing Extremism in the Nineties,Yes,Print Book
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Gusterson, Hugh. “From Brexit to Trump: Anthropology and the rise of nationalist populism.” American Ethnologist 44, iss. 2 (April 2017). 209-214. Anthrosource.",From Brexit to Trump: Anthropology and the rise of nationalist populism,Yes,Article
157,Echoes of the Past: Far-Right Extremism in the United States and Europe,"Mierina, Inta and Ilze Koroļeva. “Support for far right ideology and anti‐migrant attitudes among youth in Europe: A comparative analysis.” The Sociological Review 63, iss. S2 (June 2015). 183-205. Wiley Online Library.",Support for far right ideology and anti‐migrant attitudes among youth in Europe: A comparative analysis,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Bhat, Sabzar Ahmad. “The Kashmir Conflict and Human Rights.” Race & Class, 61, no. 1 (2019): 77-86.",The Kashmir Conflict and Human Rights,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Ganguly, Sumit. Conflict Unending: India-Pakistan Tensions Since 1947. New York: Washington, D.C.: Columbia University Press; Woodrow Wilson Center Press, 2001.",Conflict Unending: India-Pakistan Tensions Since 1947,Yes,Print Book
159,Kashmir: Finding Hope in Hopelessness,"Indurthy, Rathnam, and Muhammad Haque. “The Kashmir Conflict: Why It Defies Solution.” International Journal on World Peace 27, no. 1 (2010): 9-44. http://www.jstor.org/stable/20752914.",The Kashmir Conflict: Why It Defies Solution,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Jha, Prem Shankar. The Origins of a Dispute: Kashmir, 1947. New Ed. London; Sterling, VA: Pluto, 2003.","The Origins of a Dispute: Kashmir, 1947",Yes,Print Book
159,Kashmir: Finding Hope in Hopelessness,"Lalwani, Sameer P., and Gillian Gayner. “India’s Kashmir Conundrum: Before and After the Abrogation of Article 370.” US Institute of Peace, 2020. Retrieved from: https:// www.usip.org/publications/2020/08/indias-kashmir-conundrum-and-after-abrogation- article-370.",India’s Kashmir Conundrum: Before and After the Abrogation of Article 370,Yes,Ebook
159,Kashmir: Finding Hope in Hopelessness,"Mathur, Sbuhb. “Memory and Hope: New Perspectives on the Kashmir Conflict–An Introduction.” Race & Class 56, no. 2 (2014): 4-12.",Memory and Hope: New Perspectives on the Kashmir Conflict–An Introduction,Yes,Article
159,Kashmir: Finding Hope in Hopelessness,"Schofield, Victoria. “Why Kashmir is Still Important.” Asian Affairs 41, no. 1 (2015): 18-31.",Why Kashmir is Still Important,Yes,Article
161,Illicit Trading of Antiques,"Muscarella, Oscar White. “The Antiquities Trade and the Destruction of Ancient Near Eastern Cultures.” In A Companion to the Archaeology of the Ancient Near East, 106–24. Oxford, UK: Wiley‐Blackwell, 2012.",The Antiquities Trade and the Destruction of Ancient Near Eastern Cultures,Yes,Ebook Chapter
161,Illicit Trading of Antiques,"Charney, Noah. “A History of Transnational Trafficking in Stolen and Looted Art and Antiquities.” In Histories of Transnational Crime, 103–46. New York, NY: Springer New York, 2015.",A History of Transnational Trafficking in Stolen and Looted Art and Antiquities,Yes,Ebook Chapter
161,Illicit Trading of Antiques,"Gibson, McGuire. “Chapter 8. Legal And Illegal Acquisition Of Antiquities In Iraq, 19th Century To 2003.” In Cultural Heritage Issues, 185–97, 2010.","Legal And Illegal Acquisition Of Antiquities In Iraq, 19th Century To 2003",Yes,Ebook Chapter
161,Illicit Trading of Antiques,"Davis, Tess. “Supply and Demand: Exposing the Illicit Trade in Cambodian Antiquities through a Study of Sotheby’s Auction House.” Crime, Law, and Social Change 56, no. 2 (2011): 155–74.",Supply and Demand: Exposing the Illicit Trade in Cambodian Antiquities through a Study of Sotheby’s Auction House,Yes,Article
161,Illicit Trading of Antiques,"Fisman, Raymond, and Wei, Shang-Jin. “The Smuggling of Art, and the Art of Smuggling: Uncovering the Illicit Trade in Cultural Property and Antiques.” American Economic Journal. Applied Economics 1, no. 3 (2009): 82–96.","The Smuggling of Art, and the Art of Smuggling: Uncovering the Illicit Trade in Cultural Property and Antiques",Yes,Article
161,Illicit Trading of Antiques,"Ulph, Janet, Smith, Ian, and Tugendhat, Michael. The Illicit Trade in Art and Antiquities: International Recovery and Criminal and Civil Liability. Oxford, [England]; Portland, Oregon: Hart, Publishing, 2012.",The Illicit Trade in Art and Antiquities: International Recovery and Criminal and Civil Liability,Yes,Print Book
161,Illicit Trading of Antiques,"Watson, Peter, and Todeschini, Cecilia. The Medici Conspiracy the Illicit Journey of Looted Antiques from Italy's Tomb Raiders to the World's Greatest Museums. New York: PublicAffairs, 2007.",The Medici Conspiracy the Illicit Journey of Looted Antiques from Italy's Tomb Raiders to the World's Greatest Museums,Yes,Ebook
163,The Evolution of Police Brutality Around the World: Mid 20th Century to the Present,"Cavallaro, James., Manuel, Anne, and Human Rights Watch/Americas. Police Brutality in Urban Brazil. New York: Human Rights Watch, 1997.",Police Brutality in Urban Brazil,Yes,Print Book
163,The Evolution of Police Brutality Around the World: Mid 20th Century to the Present,"Juncker, Clara, Kosc, Grzegorz, Monteith, Sharon, and Waldschmidt-Nelson, Britta. The Transatlantic Sixties : Europe and the United States in the Counterculture Decade. 1. Aufl. Bielefeld: transcript-Verlag, 2014.",The Transatlantic Sixties : Europe and the United States in the Counterculture Decade,Yes,Print Book
163,The Evolution of Police Brutality Around the World: Mid 20th Century to the Present,"Niedermeier, Silvan, and Cohen, Paul Allen. The Color of the Third Degree. The Color of the Third Degree. Chapel Hill: University of North Carolina Press, 2019.",The Color of the Third Degree,Yes,Ebook
165,Climate Change and the Developing World,"Parker, Geoffrey, Global Crisis: War, Climate Change and Catastrophe in the Seventeenth Century. London: Yale University Press 2013.","Global Crisis: War, Climate Change and Catastrophe in the Seventeenth Century",Yes,Print Book
165,Climate Change and the Developing World,"Washington, Richard, Mike Harrison, Declan Conway, Emily Black, Andrew Challinor, David Grimes, Richard Jones, Andy Morse, Gillian Kay, and Martin Todd. ""AFRICAN CLIMATE CHANGE: Taking the Shorter Route."" Bulletin of the American Meteorological Society 87, no. 10 (2006): 1355-366. ",AFRICAN CLIMATE CHANGE: Taking the Shorter Route,Yes,Article
165,Climate Change and the Developing World,"Olawuyi, Damilola S. ""Middle East and North Africa."" Carbon & Climate Law Review 11, no. 4 (2017): 339-41.",Middle East and North Africa,Yes,Article
165,Climate Change and the Developing World,"Clayton, Susan. Psychology and Climate Change: Human Perceptions, Impacts, and Responses. London, United Kingdom: Academic Press, 2018.","Psychology and Climate Change: Human Perceptions, Impacts, and Responses",Yes,Print Book
167,A History of Migration and Rejection,"Young, Julia G. ""CRISTERO DIASPORA: MEXICAN IMMIGRANTS, THE U.S. CATHOLIC CHURCH, AND MEXICO'S CRISTERO WAR, 1926-29."" The Catholic Historical Review 98, no. 2 (2012): 271-300. Accessed March 4, 2020. www.jstor.org/stable/23240138.","CRISTERO DIASPORA: MEXICAN IMMIGRANTS, THE U.S. CATHOLIC CHURCH, AND MEXICO'S CRISTERO WAR, 1926-29",Yes,Print Book
167,A History of Migration and Rejection,"Arana, Marie. “Perspective | A History of Anti-Hispanic Bigotry in the United States,” August 9, 2019. https://www.washingtonpost.com/outlook/a-history-of-anti-hispanic-bigotry-in-the-united-states/2019/08/09/5ceaacba-b9f2-11e9-b3b4-2bb69e8c4e39_story.html.",A History of Anti-Hispanic Bigotry in the United States,Yes,Newspaper Article
167,A History of Migration and Rejection,"Young, J. G. D. (2015). Mexican exodus : emigrants, exiles, and refugees of the Cristero War. New York: Oxford University Press.","Mexican exodus : emigrants, exiles, and refugees of the Cristero War",Yes,Print Book
167,A History of Migration and Rejection,"Bailey, D. C. (1974). Viva Cristo Rey! The Cristero Rebellion and the church-state conflict in Mexico. Austin: University of Texas Press.",Viva Cristo Rey! The Cristero Rebellion and the church-state conflict in Mexico,Yes,Print Book
167,A History of Migration and Rejection,"Hyslop, Beatrice F. ""The American Press and the French Revolution of 1789."" Proceedings of the American Philosophical Society 104, no. 1 (1960): 54-85. Accessed November 9, 2020. http://www.jstor.org/stable/985604.",The American Press and the French Revolution of 1789,Yes,Article
169,Socioeconomic Inequality and the Fall of the Roman Republic,"Bernard, Seth. ""Debt, Land, and Labor in the Early Republican Economy."" Phoenix 70, no. 3/4 (2016): 317-38. Accessed September 25, 2020. doi:10.7834/phoenix.70.3-4.0317.","Debt, Land, and Labor in the Early Republican Economy",Yes,Article
169,Socioeconomic Inequality and the Fall of the Roman Republic,"Duncan, Mike. The Storm Before The Storm: the Beginning of the End of the Roman Republic. First Edition. New York, NY: PublicAffairs, 2017. ",The Storm Before The Storm: the Beginning of the End of the Roman Republic,Yes,Print Book
169,Socioeconomic Inequality and the Fall of the Roman Republic,"Mouritsen, Henrik. The Freedman in the Roman World. Cambridge, UK; New York: Cambridge University Press 2011. Requested through interlibrary loan. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP71113445200001451",The Freedman in the Roman Worl,Yes,Print Book
169,Socioeconomic Inequality and the Fall of the Roman Republic,"Yakobson, Alexander. ""TRADITIONAL POLITICAL CULTURE AND THE PEOPLE'S ROLE IN THE ROMAN REPUBLIC."" Historia: Zeitschrift Für Alte Geschichte 59, no. 3 (2010): 282-302. Accessed September 25, 2020. http://www.jstor.org/stable/25758311.",TRADITIONAL POLITICAL CULTURE AND THE PEOPLE'S ROLE IN THE ROMAN REPUBLIC,Yes,Article
171,Human Trafficking Becoming a Form of Contemporary Slavery,"Babatunde, Abosede Omowumi. ""Human Trafficking and Transnational Organized Crime: Implications for Security in Nigeria."" Peace Research 46, no. 1 (2014): 61-84. JSTOR.",Human Trafficking and Transnational Organized Crime: Implications for Security in Nigeria,Yes,Article
171,Human Trafficking Becoming a Form of Contemporary Slavery,"Brysk, Alison. From Human Trafficking to Human Rights: Reframing Contemporary Slavery. Philadelphia: University of Pennsylvania Press, 2012. muse.jhu.edu/book/13411",From Human Trafficking to Human Rights: Reframing Contemporary Slavery,Yes,Print Book
171,Human Trafficking Becoming a Form of Contemporary Slavery,"Omorodion, Francisca Isi. ""Vulnerability of Nigerian Secondary School to Human Sex Trafficking in Nigeria."" African Journal of Reproductive Health /La Revue Africaine De La Santé Reproductive 13, no. 2 (2009): 33-48. JSTOR.",Vulnerability of Nigerian Secondary School to Human Sex Trafficking in Nigeria,Yes,Article
171,Human Trafficking Becoming a Form of Contemporary Slavery,"Quirk, Joel. The Anti-Slavery Project: From the Slave Trade to Human Trafficking. Philadelphia: University of Pennsylvania Press, 2011. https://searchit.libraries.wsu.edu /permalink/f/1jnr272/TN_cdi_askewsholts_vlebooks_9780812205640",The Anti-Slavery Project: From the Slave Trade to Human Trafficking,Yes,Ebook
171,Human Trafficking Becoming a Form of Contemporary Slavery,"Reid, Richard J. A History of Modern Africa: 1800 to the Present. 2nd ed. Malden, MA: Wiley-Blackwell, 2012. https://searchit.libraries.wsu.edu/permalink/f/1j6uprt/CP7114 8649570001451",A History of Modern Africa: 1800 to the Present,Yes,Ebook
173,The Conflict of the Holy Land; Israel vs. Palestine,"Bunton, Martin P. Colonial land policies in Palestine, 1917-1936. Oxford: Oxford University Press, 2007","Colonial land policies in Palestine, 1917-1936",Yes,Print Book
173,The Conflict of the Holy Land; Israel vs. Palestine,"Franklin, Cynthia G., Morgan Cooper and Ibrahim G. Aoudé. “Life In Occupied Palestine: Three Cafés and a Special Issue.” 37, No. 2. (2014): 1-42. JSTOR",Life In Occupied Palestine: Three Cafés and a Special Issue,Yes,Article
173,The Conflict of the Holy Land; Israel vs. Palestine,"Morris, Benny. 1948: A History of the First Arab-Israeli war. New Haven Conn.: Yale University Press, 2008.",A History of the First Arab-Israeli war,Yes,Print Book
173,The Conflict of the Holy Land; Israel vs. Palestine,"Radai, Itamar. “The Rise and Fall of the Palestinian-Arab Middle Class under the British Mandate,1920-39.” Journal of Contemporary History, Vol. 51, No. 3. (2016): 487-506. https://doi.org/10.1353/bio.2015.0038 .","The Rise and Fall of the Palestinian-Arab Middle Class under the British Mandate,1920-39",Yes,Article
175,Virulent Pandemics,"Higgins, James E. ""A Lost History: Writing the Influenza Epidemic in Pennsylvania, 1918–1922."" Pennsylvania History: A Journal of Mid-Atlantic Studies 85, no. 3 (2018): 394-405. Accessed November 11, 2020. http://www.jstor.org/stable/10.5325/pennhistory.85.3.0394.","A Lost History: Writing the Influenza Epidemic in Pennsylvania, 1918–1922",Yes,Article
175,Virulent Pandemics,"Mamelund, Svenn-Erik, Sattenspiel Lisa, and Dimka Jessica. ""Influenza-Associated Mortality during the 1918-1919 Influenza Pandemic in Alaska and Labrador: A Comparison."" Social Science History 37, no. 2 (2013): 177-229. muse.jhu.edu/article/509316.",Influenza-Associated Mortality during the 1918-1919 Influenza Pandemic in Alaska and Labrador: A Comparison,Yes,Article
175,Virulent Pandemics,"Dehner, George. Global Flu & You A history of Influenza. London: Reaktion Books Limited, 2012. ProQuest eBook Central. ",Global Flu & You A history of Influenza,Yes,Ebook
175,Virulent Pandemics,"“As Fears of Wuhan’s Coronavirus Spread.” The New York Times, January 3, https://www.nytimes.com/2020/01/31/opinion/letters/wuhan-coronavirus.html",As Fears of Wuhan’s Coronavirus Spread,Yes,
177,Poland: A Falling Democracy,"Behrends, Jan C. ""Rokossowski Coming Home: The Making and Breaking of an (Inter-)national Hero in Stalinist Poland (1949-1956)."" The Hungarian Historical Review 5, no. 4 (2016): Dettmer, Jamie. “Who Will Win in Rule-of-Law Clash Between Poland and EU?” Voice of America (Online), February 4, 2020. https://www.voanews.com/europe/who-will-win-rule-law-clash-between-poland-and-eu.767-89. Accessed November 7, 2020. http://www.jstor.org/stable/44390814.",Rokossowski Coming Home: The Making and Breaking of an (Inter-)national Hero in Stalinist Poland (1949-1956),Yes,Article
177,Poland: A Falling Democracy,"Singer, Daniel. The Road to Gdansk: Poland and the USSR. New York, NY: Monthly Review Press, 1981.",The Road to Gdansk: Poland and the USSR,Yes,Print Book
177,Poland: A Falling Democracy,"Stachura, Peter D. Poland in the Twentieth Century. Manhattan, NY: St. Martins Press, 1999.",Poland in the Twentieth Century,Yes,Print Book
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Črnič, Aleš. “A Critique of Islamophobia – in Defence of European Culture.” European Review 28, no. 4 (2020): 707–20. doi:10.1017/S1062798720000071.",A Critique of Islamophobia – in Defence of European Culture,Yes,Article
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Esposito, John. Islamophobia: The Challenge of Pluralism in the 21st Century. Cary: Oxford University Press USA - OSO, 2011. Accessed December 11, 2020. ProQuest Ebook Central.",Islamophobia: The Challenge of Pluralism in the 21st Century,Yes,Ebook
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Shaheen, Jack G. ""Reel Bad Arabs: How Hollywood Vilifies a People."" The Annals of the American Academy of Political and Social Science 588 (2003): 171-93. Accessed December 11, 2020. http://www.jstor.org/stable/1049860.",Reel Bad Arabs: How Hollywood Vilifies a People,Yes,Article
179,"Bad Guys Wear Turbans: Examining 1,000 Years of Islamophobia in the West","Yaqub, Salim. Imperfect Strangers: Americans, Arabs, and U.S.–Middle East Relations in the 1970s. Ithaca: Cornell University Press, 2016. Accessed December 11, 2020. ProQuest Ebook Central.","Imperfect Strangers: Americans, Arabs, and U.S.–Middle East Relations in the 1970s",Yes,Ebook
181,"Sex Ed, Polarized","Ketting, E, and AP Visser. “Contraception in The Netherlands: the Low Abortion Rate Explained.” Patient education and counseling. U.S. National Library of Medicine, July 1994. https://pubmed.ncbi.nlm.nih.gov/7971545/. ",Contraception in The Netherlands: the Low Abortion Rate Explained,Yes,Article
181,"Sex Ed, Polarized","Kirby, Douglas, Angela Obasi, and Lauris, B. “The Effectiveness of Sex Education and HIV Education Interventions in Schools in Developing Countries,” 0AD. https://pubmed.ncbi.nlm.nih.gov/16921919/. ",The Effectiveness of Sex Education and HIV Education Interventions in Schools in Developing Countries,Yes,Article
181,"Sex Ed, Polarized","Lamb, Sharon. “Just the Facts? The Separation of Sex Education from Moral Education.” Wiley Online Library. John Wiley & Sons, Ltd, October 18, 2013. https://onlinelibrary.wiley.com/doi/abs/10.1111/edth.12034. ",Just the Facts? The Separation of Sex Education from Moral Education,Yes,Article
181,"Sex Ed, Polarized","Lieberman, Lisa. “Sex Ed in the U.S. - A Look Back (and Ahead) .” Perspectives on Reproductive and Sexual Health 50, no. 4 (December 2012).",Sex Ed in the U.S. - A Look Back (and Ahead),Yes,Article
181,"Sex Ed, Polarized","Lord, Alexandra M. Condom Nation: the U.S. Government's Sex Education Campaign from World War I to the Internet. Baltimore, Maryland: The Johns Hopkins University Press, 2009. ",Condom Nation: the U.S. Government's Sex Education Campaign from World War I to the Internet,Yes,Print Book
181,"Sex Ed, Polarized","Shah, Courtney Q. Sex Ed, Segregated: The Quest for Sexual Knowledge in Progressive-Era America. Woodbridge, Suffolk England: Suffolk: Boydell & Brewer, 2015.","Sex Ed, Segregated: The Quest for Sexual Knowledge in Progressive-Era America",Yes,Print Book
181,"Sex Ed, Polarized","Zimmerman, Jonathan. Too Hot to Handle: A Global History of Sex Education. Princeton, NJ: Princeton University Pres, 2015.",Too Hot to Handle: A Global History of Sex Education,Yes,Print Book
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Higgs, Robert. ""Accumulation of Property by Southern Blacks Before World War I."" The American Economic Review 72, no. 4 (1982): 725-37. Accessed December 14, 2020. http://www.jstor.org/stable/1810013.",Accumulation of Property by Southern Blacks Before World War I,Yes,Article
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Margo, Robert A. ""Accumulation of Property by Southern Blacks Before World War I: Comment and Further Evidence."" The American Economic Review 74, no. 4 (1984): 768-76. Accessed December 14, 2020. http://www.jstor.org/stable/1805145.",Accumulation of Property by Southern Blacks Before World War I: Comment and Further Evidence,Yes,Article
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Horsley, Scott. “From Jobs To Homeownership, Protests Put Spotlight On Racial Economic Divide.” NPR. NPR, June 1, 2020. https://www.npr.org/2020/06/01/866794025/from-jobs-to-homeownership-protests-put-spotlight-on-economic-divide. ","From Jobs To Homeownership, Protests Put Spotlight On Racial Economic Divide",Yes,Text Resource
183,The Historic Economic segregation of Black communities in the USA and its effects even to modern times,"Logan, Trevon D., and John M. Parman. 2017. ""Segregation and Homeownership in the Early Twentieth Century."" American Economic Review, 107 (5): 410-14.",Segregation and Homeownership in the Early Twentieth Century,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Nyangoni, Betty. “Washington Riots of 1968,” 2009. ",Washington Riots of 1968,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Collins, William J, and Margo, Robert A. “The Economic Aftermath of the 1960s Riots in American Cities: Evidence from Property Values.” The Journal of Economic History 67, no. 4 (2007): 849–83. ",The Economic Aftermath of the 1960s Riots in American Cities: Evidence from Property Values,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Myers, Daniel J. “Racial Rioting in the 1960S: An Event History Analysis of Local Conditions.” American Sociological Review 62, no. 1 (1997): 94–112.",Racial Rioting in the 1960S: An Event History Analysis of Local Conditions,Yes,Article
185,Understanding the Causes of Race Riots in American History,"Bean, Jonathan J. “""Burn, Baby, Burn"": Small Business in the Urban Riots of the 1960s.” The Independent Review (Oakland, Calif.) 5, no. 2 (2000): 165–88.","Burn, Baby, Burn"": Small Business in the Urban Riots of the 1960s",Yes,Article
185,Understanding the Causes of Race Riots in American History,"Reynoso, Cruz. “Justice for All Americans? Fatal Shootings by Police.” Washington University Journal of Law and Policy 49 (2015): 121.",Justice for All Americans? Fatal Shootings by Police,Yes,Article
185,Understanding the Causes of Race Riots in American History,"“U.S. Minnesota Declares State of Emergency after Protests over Death of George Floyd Turn Riot.” Beijing Review, 2020.",U.S. Minnesota Declares State of Emergency after Protests over Death of George Floyd Turn Riot,Yes,Article
187,SPACE RACE,"McDougall, Walter A. 1985. ...the Heavens and the Earth: A Political History of the Space Age. New York: Basic Books Inc.",the Heavens and the Earth: A Political History of the Space Age,Yes,Print Book
187,SPACE RACE,"SLOTTEN, HUGH RICHARD. 2013. ""The International Telecommunications Union, Space Radio Communications, and U.S. Cold War Diplomacy, 1957–1963."" Diplomic History 313-371. Accessed 12 10, 2020. www.jstor.org/stable/26376448. Accessed 16 Dec. 2020.","The International Telecommunications Union, Space Radio Communications, and U.S. Cold War Diplomacy, 1957–1963",Yes,Article
187,SPACE RACE,"Stiglitz, Joseph. 2002. ""Globalization and its discontents."" 10-16. New York: W. W. Norton & Company.",Globalization and its discontents,Yes,Print Book
187,SPACE RACE,"Cadbury, Deborah. Space Race: The Epic Battle between America and the Soviet Union for Dominion of Space. New York: HarperCollins, 2006. Print.",Space Race: The Epic Battle between America and the Soviet Union for Dominion of Space,Yes,Print Book
187,SPACE RACE,"Campbell-Kelly, Martin., William Aspray, Nathan Ensmenger, and Jeffrey R Yost. Computer: A History of the Information Machine. Third edition. Boulder, CO: Westview Press, A Member of the Perseus Books Group, 2014. Print.",Computer: A History of the Information Machine,Yes,Print Book
189,Israel and Palestine,"Fisher, Max. “The Two-State Solution: What It Is and Why It Hasn't Happened.” The New York Times, The New York Times, 29 Dec. 2016, www.nytimes.com/2016/12/29/world/middleeast/israel-palestinians-two-state-solution.html.",The Two-State Solution: What It Is and Why It Hasn't Happened,Yes,Newspaper Article
189,Israel and Palestine,"Hallward, Maia. “PURSUING ‘PEACE’ IN ISRAEL/PALESTINE.” Journal of Third World Studies, vol. 28, no. 1, 2011, pp. 185–202. JSTOR, www.jstor.org/stable/45194767. Accessed 2 Dec. 2020.",PURSUING ‘PEACE’ IN ISRAEL/PALESTINE,Yes,Article
189,Israel and Palestine,"“The Second Intifada - Introduction.” American Muslims for Palestine, www.ampalestine.org/palestine-101/history/intifadas/second-intifada-introduction. ",The Second Intifada - Introduction,Yes,Article
191,Labor Rights,Combinations Act 1799 39 Geo.III.cap.81. An Act to prevent unlawful combinations of workmen: 12th July 1799. https://ntserver1.wsulibs.wsu.edu:2407/ps/i.do?action=interpret&id=GALE%7CU0109767629&v=2.1&u=pull21986&it=r&p=MOME&sw=w,Combinations Act 1799 39 Geo.III.cap.81. An Act to prevent unlawful combinations of workmen: 12th July 1799,Yes,Ebook
191,Labor Rights,"Tsesis, Alexander, ed. The Promises of Liberty: The History and Contemporary Relevance of the Thirteenth Amendment. New York: Columbia University Press, 2010. Accessed December 18, 2020. 2. ProQuest Ebook Central. ",The Promises of Liberty: The History and Contemporary Relevance of the Thirteenth Amendment,Yes,Article
191,Labor Rights,"Yost, C. Spencer. “Luddites.” ICU Director 2, no. 3 (May 2011): 51–52. https://doi.org/10.1177/1944451611411674.",Luddites,Yes,Article
191,Labor Rights,"MORRISON, BRUCE. ""CHANNELING THE ""RESTLESS SPIRIT OF INNOVATION"": Elite Concessions and Institutional Change in the British Reform Act of 1832."" World Politics 63, no. 4 (2011): 678-710. Accessed December 18, 2020. 678. http://www.jstor.org/stable/23018807. ","CHANNELING THE ""RESTLESS SPIRIT OF INNOVATION"": Elite Concessions and Institutional Change in the British Reform Act of 1832",Yes,Article
191,Labor Rights,"BRONNER, LAURA. ""Property and Power: MPs' Assets and Support for Democratization in the 1867 Reform Act."" Legislative Studies Quarterly 39, no. 4 (2014): 439-66. Accessed December 18, 2020. http://www.jstor.org/stable/43862502.",Property and Power: MPs' Assets and Support for Democratization in the 1867 Reform Act,Yes,Article
191,Labor Rights,"Fletcher, Bill, Jr., Gapasin, Fernando, and Fletcher, Bill Jr. Solidarity Divided: The Crisis in Organized Labor and a New Path Toward Social Justice. Berkerley: University of California Press, 2008. Accessed December 18, 2020. ProQuest Ebook Central. 24.",Solidarity Divided: The Crisis in Organized Labor and a New Path Toward Social Justice,Yes,Ebook
